name,dtsiTemplate,hse,flash,flash,flash,flash,itcm,itcm,itcm,sram,sram,sram,bkpsram,bkpsram,bkpsram,pin-controller,pin-controller,gpioa,gpioa,gpioa,gpiob,gpiob,gpiob,gpioc,gpioc,gpioc,gpiod,gpiod,gpiod,gpioe,gpioe,gpioe,gpiof,gpiof,gpiof,gpiog,gpiog,gpiog,gpioh,gpioh,gpioh,gpioi,gpioi,gpioi,gpioj,gpioj,gpioj,gpiok,gpiok,gpiok
STM32F745VE,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,524288,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,,,,,,,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,,,,,,,,,
STM32F745VG,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,1048576,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,,,,,,,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,,,,,,,,,
STM32F745ZE,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,524288,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,,,,,,,,,
STM32F745ZG,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,1048576,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,,,,,,,,,
STM32F746BE,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,524288,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022800,0x400
STM32F746BG,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,1048576,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022800,0x400
STM32F746IE,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,524288,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022000,0x400,,,,,,
STM32F746IG,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,1048576,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022000,0x400,,,,,,
STM32F746NE,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,524288,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022800,0x400
STM32F746NG,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,1048576,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022800,0x400
STM32F746VE,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,524288,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,,,,,,,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,,,,,,,,,
STM32F746VG,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,1048576,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,,,,,,,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,,,,,,,,,
STM32F746ZE,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,524288,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,,,,,,,,,
STM32F746ZG,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,1048576,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,,,,,,,,,
STM32F756BG,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,1048576,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022800,0x400
STM32F756IG,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,1048576,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022000,0x400,,,,,,
STM32F756NG,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,1048576,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022800,0x400
STM32F756VG,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,1048576,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,,,,,,,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,,,,,,,,,
STM32F756ZG,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,1048576,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,327680,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,,,,,,,,,
STM32F765BG,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,1048576,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,524288,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022800,0x400
STM32F765BI,source/chip/STM32/STM32F7/dtsiTemplates/STM32F7.dtsi.jinja,source/chip/STM32/dtsiTemplates/HSE.dtsi.jinja,scripts/dtsiTemplates/flash.dtsi.jinja,0x8000000,2097152,0x200000,scripts/dtsiTemplates/memory.dtsi.jinja,0,16384,scripts/dtsiTemplates/memory.dtsi.jinja,0x20000000,524288,scripts/dtsiTemplates/memory.dtsi.jinja,0x40024000,4096,scripts/dtsiTemplates/pin-controller.dtsi.jinja,"ST,STM32-GPIOv2-pin-controller",source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40020c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021800,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40021c00,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022000,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022400,0x400,source/chip/STM32/dtsiTemplates/gpio.dtsi.jinja,0x40022800,0x400
